trial,year_harvest,location,trial_type,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,NOHAV,FYLD,NDVI,LODG,PLTHT,CHL,ANGBR,STMDI,PPSTD
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1096P0013_1118,TMS18F1096P0013,1118,5,,1,5,18,9,34,0.87,0,150.4,52.23,88.9,24.402,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1343P0064_1119,TMS18F1343P0064,1119,5,,1,5,19,8,29.33,0.85,0,122,52.93,74.37,16.81,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0100_1120,TMS18F1344P0100,1120,5,,1,5,20,8,23.8,0.89,0,91,49.97,74.64,17.184,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1040P0054_1121,TMS18F1040P0054,1121,5,,1,5,21,7,34.13,0.88,0,100,49.7,82.84,22.278,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1364P0018_1122,TMS18F1364P0018,1122,5,,1,5,22,6,33.73,0.84,0,121,54.37,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA30572_1123,IITA-TMS-IBA30572,1123,5,1,1,5,23,5,24.67,0.8,0,118.4,44.83,99.29,23.096,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1320P0087_1124,TMS18F1320P0087,1124,5,,1,5,24,8,26.65,0.85,0,122,45.2,72.15,20.186,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1372P0024_1125,TMS18F1372P0024,1125,5,,1,5,25,6,27.73,0.88,0,126,55.87,75.99,20.746,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1207P0008_1126,TMS18F1207P0008,1126,6,,1,6,25,8,27.39,0.89,2,112,48.33,72.02,22.32,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1065P0037_1127,TMS18F1065P0037,1127,6,,1,6,24,8,24.47,0.88,0,123,54.97,0,17.67,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1259P0131_1128,TMS18F1259P0131,1128,6,,1,6,23,5,6.52,0.89,5,140,51.77,67.05,20.486,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1142P0017_1129,TMS18F1142P0017,1129,6,,1,6,22,8,20.41,0.88,0,131,49.13,82.62,20.844,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1051P0059_1130,TMS18F1051P0059,1130,6,,1,6,21,7,24.53,0.86,0,146,49.7,91.65,24.744,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1369P0015_1131,TMS18F1369P0015,1131,6,,1,6,20,9,33.91,0.86,0,149,51,87.24,21.31,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1205P0010_1132,TMS18F1205P0010,1132,6,,1,6,19,9,29.27,0.89,0,152,51.07,97.31,22.496,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1520P0050_1133,TMS18F1520P0050,1133,6,,1,6,18,7,23.93,0.9,1,129,52,100.58,21.806,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1258P0062_1134,TMS18F1258P0062,1134,6,,1,6,17,5,7.47,0.85,4,128,42.63,84.62,21.612,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1353P0023_1135,TMS18F1353P0023,1135,6,,1,6,16,8,34.87,0.88,3,119,51,117.05,22.82,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1208P0005_1136,TMS18F1208P0005,1136,6,,1,6,15,,,,,,,,10.066,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1137,IITA-TMS-IBA000070,1137,6,1,1,6,14,9,40.96,0.9,0,106,56.87,74.31,17.806,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1328P0032_1138,TMS18F1328P0032,1138,6,,1,6,13,6,11.35,0.87,3,88,49.73,,15.284,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1305P0040_1139,TMS18F1305P0040,1139,6,,1,6,12,7,26.27,0.8,1,103,54.07,78.82,24.556,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1314P0007_1140,TMS18F1314P0007,1140,6,,1,6,11,6,20.2,0.86,0,113,49.9,76.07,25.224,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMEB419_1141,TMEB419,1141,6,1,1,6,10,7,20.93,0.87,1,120,53.6,0,22.184,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1296P0042_1142,TMS18F1296P0042,1142,6,,1,6,9,6,6.73,0.86,4,82,46.17,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1343P0012_1143,TMS18F1343P0012,1143,6,,1,6,8,6,33.27,0.78,0,77,50.07,63.91,18.326,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1217P0114_1144,TMS18F1217P0114,1144,6,,1,6,7,,,,,,,,13.118,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1388P0012_1145,TMS18F1388P0012,1145,6,,1,6,6,5,9.2,0.75,0,,50.63,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0114_1146,TMS18F1076P0114,1146,6,,1,6,5,1,5.07,0.78,0,,51.57,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1328P0027_1147,TMS18F1328P0027,1147,6,,1,6,4,4,16.87,0.73,0,78,58.47,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1317P0048_1148,TMS18F1317P0048,1148,6,,1,6,3,5,11.8,0.85,1,71,49.73,81.62,19.822,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1278P0098_1149,TMS18F1278P0098,1149,6,,1,6,2,9,25.67,0.82,0,81,47.53,84.05,21.362,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1134P0010_1150,TMS18F1134P0010,1150,6,,1,6,1,7,27.87,0.88,0,93,48.23,71.27,17.288,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1409P0008_1151,TMS18F1409P0008,1151,7,,1,7,1,4,15.53,0.88,1,74,50.7,66.15,22.734,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1278P0068_1152,TMS18F1278P0068,1152,7,,1,7,2,5,14.6,0.84,0,92,51.5,34.05,24.732,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1175P0016_1153,TMS18F1175P0016,1153,7,,1,7,3,,,,,,,,,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1345P0056_1154,TMS18F1345P0056,1154,7,,1,7,4,6,26.33,0.86,0,82,52.4,83.96,20.14,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1489P0038_1155,TMS18F1489P0038,1155,7,,1,7,5,5,13.8,0.84,0,67,53.67,78.57,20.472,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA982101_1156,IITA-TMS-IBA982101,1156,7,1,1,7,6,5,29.36,0.84,0,73,40.6,78.32,21.562,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1350P0056_1157,TMS18F1350P0056,1157,7,,1,7,7,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1366P0014_1158,TMS18F1366P0014,1158,7,,1,7,8,5,16.93,0.85,0,63,55.4,85.23,20.914,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1028P0003_1159,TMS18F1028P0003,1159,7,,1,7,9,9,30.59,0.87,1,101,52.57,76.99,21.358,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0157_1160,TMS18F1348P0157,1160,7,,1,7,10,9,30.53,0.9,0,94.4,51.23,73.32,17.808,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1349P0157_1161,TMS18F1349P0157,1161,7,,1,7,11,9,29.4,0.91,3,110,57.07,78.22,24.504,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1562P0055_1162,TMS18F1562P0055,1162,7,,1,7,12,5,13.47,0.88,2,96,51.97,75.77,16.784,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1306P0114_1163,TMS18F1306P0114,1163,7,,1,7,13,6,25.87,0.89,2,82,48.67,104.08,20.814,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1335P0035_1164,TMS18F1335P0035,1164,7,,1,7,14,5,18.08,0.86,1,95,52.93,71.42,24.798,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1295P0023_1165,TMS18F1295P0023,1165,7,,1,7,15,3,9.6,0.83,0,85,51.13,,,4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1224P0014_1166,TMS18F1224P0014,1166,7,,1,7,16,6,19.73,0.87,1,109,56.77,85.41,24.428,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1317P0123_1167,TMS18F1317P0123,1167,7,,1,7,17,7,24,0.88,1,139,51.23,72.52,22,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1353p0017_1168,TMS18F1353p0017,1168,7,,1,7,18,7,20.13,0.83,0,100,52.67,94.52,22.52,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1373P0028_1169,TMS18F1373P0028,1169,7,,1,7,19,8,44.33,0.85,0,131,56.13,95.2,22.16,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0131_1170,TMS18F1348P0131,1170,7,,1,7,20,4,6.03,0.86,1,119,49.4,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1189P0013_1171,TMS18F1189P0013,1171,7,,1,7,21,7,30.27,0.89,0,126,61.13,96.97,21.836,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1172,IITA-TMS-IBA980581,1172,7,1,1,7,22,9,36.87,0.87,0,147,41.43,84.25,23.314,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1377P0007_1173,TMS18F1377P0007,1173,7,,1,7,23,8,26.6,0.82,1,137,54.03,74.81,20.256,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1291P0014_1174,TMS18F1291P0014,1174,7,,1,7,24,8,30.6,0.85,1,137,54.43,74.85,26.738,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1539P0063_1175,TMS18F1539P0063,1175,7,,1,7,25,9,45,0.89,0,135,55.57,86.13,22.88,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1308P0082_1176,TMS18F1308P0082,1176,8,,1,8,25,8,32.04,0.78,0,99,51.5,77.15,21.544,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0101_1177,TMS18F1348P0101,1177,8,,1,8,24,9,26.87,0.74,0,94,55.4,48.61,17.956,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1179P0008_1178,TMS18F1179P0008,1178,8,,1,8,23,4,25.93,0.77,1,117,52.5,80.65,24.636,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1295P0035_1179,TMS18F1295P0035,1179,8,,1,8,22,8,33.47,0.77,2,143,49.43,84.21,23.746,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-NA_1180,UNKNOWN1,1180,8,,1,8,21,7,26.07,0.73,1,134,52.97,77.03,25.716,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1299P0005_1181,TMS18F1299P0005,1181,8,,1,8,20,9,54.8,0.8,0,145,57.93,83.46,21.448,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1217P0121_1182,TMS18F1217P0121,1182,8,,1,8,19,7,32.55,0.7,2,113,41.53,66.97,21.576,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1156P0016_1183,TMS18F1156P0016,1183,8,,1,8,18,9,32.6,0.7,1,128,57.83,80.06,21.662,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1041P0002_1184,TMS18F1041P0002,1184,8,,1,8,17,5,15.64,0.76,2,126,56.17,75.62,21.946,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1185,IITA-TMS-IBA000070,1185,8,1,1,8,16,7,35.6,0.8,0,117,50.13,80.57,22.938,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1258P0147_1186,TMS18F1258P0147,1186,8,,1,8,15,6,21.07,0.75,3,100,55.27,99.13,23.478,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1277P0007_1187,TMS18F1277P0007,1187,8,,1,8,14,6,24.63,0.75,3,101,50.67,65.42,20.854,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1056P0016_1188,TMS18F1056P0016,1188,8,,1,8,13,2,7.8,0.8,2,,50.37,,,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1277P0031_1189,TMS18F1277P0031,1189,8,,1,8,12,6,25.93,0.73,2,120,55.87,75.56,21.818,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1284P0003_1190,TMS18F1284P0003,1190,8,,1,8,11,2,13.87,0.75,0,,50.67,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA30572_1191,IITA-TMS-IBA30572,1191,8,1,1,8,10,3,20.4,0.75,0,101,48.2,95.96,25.404,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1408P0006_1192,TMS18F1408P0006,1192,8,,1,8,9,2,9.07,0.71,0,72,45.17,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0001_1193,TMS18F1076P0001,1193,8,,1,8,8,,,0.75,,,40.53,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1264P0058_1194,TMS18F1264P0058,1194,8,,1,8,7,5,16.47,0.8,1,81.8,41.67,61.47,25.464,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1211P0035_1195,TMS18F1211P0035,1195,8,,1,8,6,3,18.73,0.79,0,,43.6,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1271P0001_1196,TMS18F1271P0001,1196,8,,1,8,5,3,17,0.75,0,,46.57,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1309P0062_1197,TMS18F1309P0062,1197,8,,1,8,4,4,11.73,0.76,0,70.6,42.07,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1505P0047_1198,TMS18F1505P0047,1198,8,,1,8,3,2,13.4,0.74,1,91,49.83,80.95,21.734,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1350P0065_1199,TMS18F1350P0065,1199,8,,1,8,2,8,23.47,0.71,0,93,52.17,70.63,18.532,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMEB419_1200,TMEB419,1200,8,1,1,8,1,8,27.07,0.8,2,103,49.67,0,20.064,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1377P0023_1201,TMS18F1377P0023,1201,9,,1,9,1,1,7.07,0.77,0,,,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1233p0013_1202,TMS18F1233p0013,1202,9,,1,9,2,8,10.93,0.79,2,98,44.03,96.65,21.508,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1330P0020_1203,TMS18F1330P0020,1203,9,,1,9,3,8,24.93,0.78,0,83,46.73,75.3,20.468,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1180P0033_1204,TMS18F1180P0033,1204,9,,1,9,4,7,19,0.77,0,74,46.63,84.34,17.236,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1341P0037_1205,TMS18F1341P0037,1205,9,,1,9,5,7,33.47,0.76,0,94,48.47,78.83,17.832,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1260P0054_1206,TMS18F1260P0054,1206,9,,1,9,6,6,29,0.75,2,83,47.27,79.75,17.42,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1218P0003_1207,TMS18F1218P0003,1207,9,,1,9,7,5,5.93,0.78,4,103,46.53,85.87,22.582,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1217P0111_1208,TMS18F1217P0111,1208,9,,1,9,8,9,32.97,0.76,1,94,51.47,0,20.732,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0147_1209,TMS18F1344P0147,1209,9,,1,9,9,3,7,0.81,4,106,49.3,68,21.984,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324P0070_1210,TMS18F1324P0070,1210,9,,1,9,10,7,14.33,0.78,3,81,50.77,83.28,22.99,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1211,IITA-TMS-IBA980581,1211,9,1,1,9,11,8,46.2,0.75,5,118,43.03,83.5,23.81,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1370P0008_1212,TMS18F1370P0008,1212,9,,1,9,12,3,18.07,0.73,1,,43.8,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1047P0045_1213,TMS18F1047P0045,1213,9,,1,9,13,4,11,0.76,0,72,40.83,72.4,21.598,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1338P0053_1214,TMS18F1338P0053,1214,9,,1,9,14,6,30.05,0.76,1,106,44.07,71.4,20.416,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA30572_1215,IITA-TMS-IBA30572,1215,9,1,1,9,15,8,20.67,0.79,2,109,50.03,74.97,20.654,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1138P0030_1216,TMS18F1138P0030,1216,9,,1,9,16,8,32.11,0.79,0,140,50.13,82.22,21.76,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1320P0051_1217,TMS18F1320P0051,1217,9,,1,9,17,7,17.33,0.75,1,112,49.17,65.21,21.704,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0106_1218,TMS18F1076P0106,1218,9,,1,9,18,9,31.87,0.78,0,109,50,86.94,19.16,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1263P0037_1219,TMS18F1263P0037,1219,9,,1,9,19,9,33.65,0.84,1,141,47.03,95.66,23.43,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1132P0078_1220,TMS18F1132P0078,1220,9,,1,9,20,3,13.33,0.86,0,,50.37,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1319P0061_1221,TMS18F1319P0061,1221,9,,1,9,21,8,17.8,0.83,2,111,47.73,77.91,24.798,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1323P0024_1222,TMS18F1323P0024,1222,9,,1,9,22,8,17.73,0.72,0,84,45.6,74.48,17.59,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1330P0009_1223,TMS18F1330P0009,1223,9,,1,9,23,9,25.81,0.74,0,103,48.03,80.3,20.376,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1003P0014_1224,TMS18F1003P0014,1224,9,,1,9,24,2,12.4,0.78,1,,44.6,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1489P0044_1225,TMS18F1489P0044,1225,9,,1,9,25,7,27.53,0.8,0,126,43.17,84.7,21.634,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1163P0044_1226,TMS18F1163P0044,1226,10,,1,10,25,8,29.73,0.81,1,122,45.67,82.3,26.708,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1163P0035_1227,TMS18F1163P0035,1227,10,,1,10,24,6,35.87,0.76,0,93.6,49.27,83.44,21.072,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1364P0022_1228,TMS18F1364P0022,1228,10,,1,10,23,7,35.31,0.77,0,121,48.47,78.92,25.458,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA982101_1229,IITA-TMS-IBA982101,1229,10,1,1,10,22,4,24.17,0.8,0,88,40.1,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1055P0036_1230,TMS18F1055P0036,1230,10,,1,10,21,8,16.97,0.77,6,141,52.23,72.51,22.05,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1338P0116_1231,TMS18F1338P0116,1231,10,,1,10,20,9,48,0.83,0,127,52.5,77.37,25.236,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1179P0029_1232,TMS18F1179P0029,1232,10,,1,10,19,9,45.4,0.78,0,125,43.27,56.66,25.462,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1114P0039_1233,TMS18F1114P0039,1233,10,,1,10,18,7,29.47,0.85,1,111,50.33,80.29,22.126,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1222P0012_1234,TMS18F1222P0012,1234,10,,1,10,17,1,5.6,0.8,1,,,,,1
